Date,Open,High,Low,Close,AdjClose,Volume
12/1/1984,0.441964,0.522321,0.435268,0.520089,0.427096,863755200
1/1/1985,0.520089,0.555804,0.497768,0.517857,0.425263,1591604000
2/1/1985,0.517857,0.549107,0.441964,0.441964,0.36294,1183347200
3/1/1985,0.441964,0.464286,0.370536,0.395089,0.324447,1153896800
4/1/1985,0.395089,0.410714,0.350446,0.379464,0.311615,717007200
5/1/1985,0.379464,0.397321,0.301339,0.310268,0.254791,1159782400
6/1/1985,0.303571,0.330357,0.263393,0.321429,0.263956,1452847200
7/1/1985,0.323661,0.325893,0.283482,0.283482,0.232795,650148800
8/1/1985,0.283482,0.287946,0.258929,0.267857,0.219964,454686400
9/1/1985,0.267857,2,0.263393,0.28125,0.230962,449549600
10/1/1985,0.28125,0.34375,0.267857,0.332589,0.273122,946478400
11/1/1985,0.332589,0.370536,0.332589,0.359375,0.295118,721168000
12/1/1985,0.359375,0.408482,0.34375,0.392857,0.322613,892802400
1/1/1986,0.392857,0.441964,0.388393,0.412946,0.339111,1572950400
2/1/1986,0.412946,0.477679,0.408482,0.446429,0.366606,855215200
3/1/1986,0.446429,0.529018,0.433036,0.504464,0.414265,1066083200
4/1/1986,0.504464,0.584821,0.46875,0.540179,0.443594,1115671200
5/1/1986,0.540179,0.669643,0.53125,0.660714,0.542577,1238512800
6/1/1986,0.660714,0.698661,0.580357,0.640625,0.52608,1015840000
7/1/1986,0.640625,0.674107,0.535714,0.558036,0.458258,1422909600
8/1/1986,0.555804,0.678571,0.546875,0.660714,0.542577,910879200
9/1/1986,0.662946,0.662946,0.564732,0.598214,0.491252,894549600
10/1/1986,0.595982,0.629464,0.575893,0.618304,0.50775,746009600
11/1/1986,0.620536,0.736607,0.604911,0.714286,0.58657,1301540800
12/1/1986,0.714286,0.783482,0.698661,0.723214,0.593902,1190644000
1/1/1987,0.720982,1.022321,0.716518,0.991071,0.813866,2067228800
2/1/1987,0.991071,1.274554,0.921875,1.25,1.026497,1654044000
3/1/1987,1.254464,1.258929,1.111607,1.151786,0.945844,1489829600
4/1/1987,1.125,1.428571,1.113839,1.415179,1.162141,1703290400
5/1/1987,1.419643,1.46875,1.294643,1.410714,1.158475,959739200
6/1/1987,1.419643,1.544643,1.357143,1.446429,1.189608,874384000
7/1/1987,1.455357,1.598214,1.303571,1.473214,1.211638,767564000
8/1/1987,1.464286,1.9375,1.428571,1.928571,1.586144,779825200
9/1/1987,1.955357,2.098214,1.732143,2.017857,1.661718,768871600
10/1/1987,2.026786,2.133929,0.986607,1.379464,1.135998,1643924800
11/1/1987,1.383929,1.428571,1.089286,1.178571,0.970562,1058559600
12/1/1987,1.196429,1.5625,1.0625,1.5,1.237958,1175566000
1/1/1988,1.526786,1.651786,1.366071,1.482143,1.22322,1555400000
2/1/1988,1.491071,1.5625,1.348214,1.535714,1.267432,842116800
3/1/1988,1.544643,1.705357,1.383929,1.428571,1.181335,1220525600
4/1/1988,1.419643,1.513393,1.375,1.464286,1.210869,824482400
5/1/1988,1.455357,1.540179,1.334821,1.482143,1.225636,659626800
6/1/1988,1.482143,1.669643,1.473214,1.651786,1.368626,883682800
7/1/1988,1.660714,1.696429,1.508929,1.584821,1.31314,546604800
8/1/1988,1.589286,1.633929,1.401786,1.424107,1.179977,663328400
9/1/1988,1.419643,1.580357,1.348214,1.544643,1.282266,765080400
10/1/1988,1.535714,1.544643,1.339286,1.379464,1.145145,890912400
11/1/1988,1.375,1.419643,1.267857,1.34375,1.115497,734966400
12/1/1988,1.348214,1.5,1.339286,1.4375,1.19647,736517600
1/1/1989,1.4375,1.571429,1.294643,1.348214,1.122155,1836458400
2/1/1989,1.348214,1.4375,1.258929,1.294643,1.077566,1221567200
3/1/1989,1.294643,1.303571,1.196429,1.272321,1.061906,964919200
4/1/1989,1.267857,1.486607,1.209821,1.392857,1.162507,991606000
5/1/1989,1.375,1.75,1.375,1.705357,1.423326,1313345600
6/1/1989,1.705357,1.794643,1.410714,1.473214,1.232267,985320000
7/1/1989,1.491071,1.5,1.348214,1.419643,1.187457,922157600
8/1/1989,1.419643,1.633929,1.401786,1.589286,1.329355,838076400
9/1/1989,1.589286,1.669643,1.535714,1.589286,1.332508,505212400
10/1/1989,1.589286,1.799107,1.517857,1.660714,1.392395,1031262400
11/1/1989,1.651786,1.6875,1.517857,1.580357,1.325021,631234800
12/1/1989,1.589286,1.633929,1.160714,1.258929,1.058127,1485296400
1/1/1990,1.258929,1.383929,1.147321,1.214286,1.020605,936874400
2/1/1990,1.232143,1.258929,1.151786,1.214286,1.020605,620972800
3/1/1990,1.196429,1.549107,1.1875,1.4375,1.212111,1139118400
4/1/1990,1.428571,1.580357,1.361607,1.40625,1.18576,910618800
5/1/1990,1.419643,1.526786,1.383929,1.473214,1.242225,1028907600
6/1/1990,1.477679,1.602679,1.339286,1.598214,1.351367,988013600
7/1/1990,1.589286,1.705357,1.428571,1.5,1.268322,1040953200
8/1/1990,1.5,1.5625,1.196429,1.321429,1.117332,782084800
9/1/1990,1.303571,1.339286,0.973214,1.035714,0.878395,551737200
10/1/1990,1.053571,1.142857,0.866071,1.098214,0.931401,1264029200
11/1/1990,1.089286,1.375,1.0625,1.3125,1.113138,813652000
12/1/1990,1.330357,1.616071,1.321429,1.535714,1.306807,1023523200
1/1/1991,1.526786,2,1.5,1.982143,1.686693,1759326800
2/1/1991,1.982143,2.223214,1.955357,2.044643,1.739877,1386445200
3/1/1991,2.035714,2.508929,2.035714,2.428571,2.070935,1302649600
4/1/1991,2.428571,2.616071,1.946429,1.964286,1.675021,1810762800
5/1/1991,1.714286,1.919643,1.571429,1.678571,1.431381,1993210800
6/1/1991,1.678571,1.767857,1.4375,1.482143,1.267118,1022915600
7/1/1991,1.508929,1.723214,1.491071,1.651786,1.412149,945873600
8/1/1991,1.642857,1.982143,1.633929,1.892857,1.618246,1043162400
9/1/1991,1.883929,1.910714,1.660714,1.767857,1.514798,598267600
10/1/1991,1.758929,2.008929,1.660714,1.839286,1.576002,898497600
11/1/1991,1.830357,1.973214,1.696429,1.8125,1.553051,924008400
12/1/1991,1.8125,2.071429,1.732143,2.013393,1.729341,651792400
1/1/1992,1.991071,2.464286,1.982143,2.3125,1.98625,1175790000
2/1/1992,2.3125,2.5,2.205357,2.410714,2.070608,633749200
3/1/1992,2.419643,2.446429,2.0625,2.080357,1.790205,746415600
4/1/1992,2.044643,2.1875,1.892857,2.147321,1.84783,982847600
5/1/1992,2.142857,2.258929,2.080357,2.133929,1.836305,675931200
6/1/1992,2.044643,2.125,1.526786,1.714286,1.47519,1212920800
7/1/1992,1.714286,1.767857,1.553571,1.669643,1.439668,908202400
8/1/1992,1.669643,1.6875,1.482143,1.642857,1.416572,686632800
9/1/1992,1.651786,1.785714,1.5625,1.611607,1.393367,763915600
10/1/1992,1.598214,1.928571,1.482143,1.875,1.621091,882856800
11/1/1992,1.875,2.125,1.839286,2.053571,1.775481,781636800
12/1/1992,2.044643,2.1875,1.946429,2.133929,1.848887,833579600
1/1/1993,2.125,2.330357,2.044643,2.125,1.841151,1385566000
2/1/1993,2.116071,2.196429,1.839286,1.892857,1.640017,1162820400
3/1/1993,1.892857,2.0625,1.794643,1.839286,1.597081,915381600
4/1/1993,1.830357,1.875,1.669643,1.830357,1.589329,978602800
5/1/1993,1.830357,2.111607,1.821429,2.022321,1.756014,800136400
6/1/1993,2.017857,2.080357,1.375,1.410714,1.22751,1918599200
7/1/1993,1.392857,1.419643,0.910714,0.991071,0.862365,1785728000
8/1/1993,1.008929,1.098214,0.924107,0.946429,0.82352,920791200
9/1/1993,0.946429,0.964286,0.821429,0.834821,0.729608,917005600
10/1/1993,0.8125,1.151786,0.785714,1.098214,0.959805,1476330800
11/1/1993,1.098214,1.25,1.0625,1.125,0.983215,863027200
12/1/1993,1.142857,1.160714,0.946429,1.044643,0.91627,989242800
1/1/1994,1.053571,1.258929,1.026786,1.169643,1.02591,1833008800
2/1/1994,1.178571,1.366071,1.151786,1.303571,1.143381,1071114800
3/1/1994,1.3125,1.375,1.125,1.1875,1.045321,1314496400
4/1/1994,1.151786,1.223214,0.964286,1.071429,0.943147,1010534000
5/1/1994,1.071429,1.205357,1.017857,1.044643,0.919568,840414400
6/1/1994,1.017857,1.022321,0.879464,0.946429,0.836407,1167947200
7/1/1994,0.941964,1.214286,0.90625,1.203125,1.063263,1212016400
8/1/1994,1.200893,1.334821,1.147321,1.292411,1.142169,1143724400
9/1/1994,1.263393,1.330357,1.191964,1.203125,1.066951,808161200
10/1/1994,1.200893,1.5625,1.160714,1.542411,1.367835,1928371200
11/1/1994,1.53125,1.553011,1.299107,1.330357,1.179783,1012236400
12/1/1994,1.321429,1.424107,1.241071,1.392857,1.238929,946948800
1/1/1995,1.388393,1.716518,1.352679,1.441964,1.282609,2040525200
2/1/1995,1.455357,1.589286,1.357143,1.410714,1.254813,1324836800
3/1/1995,1.419643,1.455357,1.209821,1.258929,1.122884,1749286000
4/1/1995,1.267857,1.415179,1.200893,1.366071,1.218449,1418575200
5/1/1995,1.366071,1.584821,1.339286,1.484375,1.323968,1596168000
6/1/1995,1.495536,1.790179,1.482143,1.658482,1.483368,1380486800
7/1/1995,1.660714,1.78125,1.535714,1.607143,1.43745,1424894800
8/1/1995,1.602679,1.651786,1.495536,1.535714,1.373563,1323229600
9/1/1995,1.535714,1.625,1.241071,1.330357,1.193142,1827870800
10/1/1995,1.348214,1.412946,1.200893,1.296875,1.163113,1624627200
11/1/1995,1.308036,1.517857,1.267857,1.361607,1.221169,1216073600
12/1/1995,1.357143,1.433036,1.129464,1.138393,1.024162,1640060800
1/1/1996,1.151786,1.267857,0.959261,0.986607,0.887607,2575053600
2/1/1996,0.982143,1.080357,0.973214,0.982143,0.883591,1163024800
3/1/1996,0.986607,0.986607,0.821429,0.877232,0.789207,836687600
4/1/1996,0.897321,0.946429,0.848214,0.870536,0.783183,716769200
5/1/1996,0.870536,1.03125,0.839286,0.933036,0.839411,900975600
6/1/1996,0.924107,0.928571,0.700893,0.75,0.674742,1168484800
7/1/1996,0.754464,0.8125,0.571429,0.785714,0.706873,1200872400
8/1/1996,0.785714,0.892857,0.741071,0.866071,0.779166,796843600
9/1/1996,0.861607,0.879464,0.723214,0.792411,0.712897,803387200
10/1/1996,0.785714,0.991071,0.785714,0.821429,0.739003,1454244400
11/1/1996,0.834821,0.941964,0.825893,0.861607,0.77515,645341200
12/1/1996,0.861607,0.910714,0.741071,0.745536,0.670726,1036870800
1/1/1997,0.754464,0.794643,0.589286,0.59375,0.534171,2268184800
2/1/1997,0.602679,0.638393,0.540179,0.580357,0.522122,1143542400
3/1/1997,0.589286,0.691964,0.566964,0.651786,0.586383,1125560800
4/1/1997,0.629464,0.709821,0.598214,0.607143,0.54622,952431200
5/1/1997,0.602679,0.642857,0.584821,0.59375,0.534171,573176800
6/1/1997,0.607143,0.611607,0.5,0.508929,0.457861,643076000
7/1/1997,0.497768,0.647321,0.455357,0.625,0.562285,1695593200
8/1/1997,0.629464,1.055804,0.627232,0.776786,0.69884,4418926400
9/1/1997,0.785714,0.830357,0.75,0.774554,0.696832,901518800
10/1/1997,0.774554,0.883929,0.566964,0.608257,0.547222,1607510800
11/1/1997,0.627232,0.767857,0.602679,0.633929,0.570318,1386870800
12/1/1997,0.631696,0.640625,0.455357,0.46875,0.421714,1274448000
1/1/1998,0.486607,0.714286,0.482143,0.654018,0.588391,2552894400
2/1/1998,0.660714,0.852679,0.620536,0.84375,0.759085,1838541600
3/1/1998,0.841518,1,0.772321,0.982143,0.883591,2656494400
4/1/1998,0.979911,1.058036,0.881696,0.977679,0.879574,2020471600
5/1/1998,0.982143,1.129464,0.915179,0.950893,0.855476,1700834800
6/1/1998,0.946429,1.035714,0.915179,1.024554,0.921746,977460400
7/1/1998,1.03125,1.361607,1.017857,1.236607,1.112521,2731915200
8/1/1998,1.223214,1.5625,1.107143,1.113839,1.002072,3305218000
9/1/1998,1.120536,1.435268,1.09375,1.361607,1.224978,2020079600
10/1/1998,1.3125,1.475446,1.017857,1.325893,1.192847,3232731600
11/1/1998,1.339286,1.40625,1.133929,1.140625,1.02617,2530880800
12/1/1998,1.142857,1.482143,1.129464,1.462054,1.315345,3231026400
1/1/1999,1.504464,1.689732,1.323661,1.470982,1.323378,3781850800
2/1/1999,1.488839,1.497768,1.232143,1.243304,1.118545,2029129200
3/1/1999,1.243304,1.325893,1.142857,1.283482,1.154693,2487998800
4/1/1999,1.287946,1.683036,1.196429,1.642857,1.478006,3972242400
5/1/1999,1.645089,1.785714,1.462054,1.573661,1.415753,2227226400
6/1/1999,1.607143,1.75,1.502232,1.654018,1.488047,1729655200
7/1/1999,1.654018,2.022321,1.613839,1.988839,1.789271,2866645600
8/1/1999,1.986607,2.352679,1.861607,2.330357,2.09652,2311150800
9/1/1999,2.392857,2.861607,2.051339,2.261161,2.034267,4741867200
10/1/1999,2.21875,2.895089,2.125,2.861607,2.574462,3617124000
11/1/1999,2.857143,3.705357,2.761161,3.495536,3.14478,2156232400
12/1/1999,3.607143,4.214286,3.252232,3.671875,3.303425,2354553600
1/1/2000,3.745536,4.339286,3.089286,3.705357,3.333547,3138794400
2/1/2000,3.714286,4.283482,3.464286,4.09375,3.682966,1829945600
3/1/2000,4.234375,5.370536,4.071429,4.850446,4.363732,2174589200
4/1/2000,4.839286,4.982143,3.745536,4.430804,3.986199,2165601200
5/1/2000,4.459821,4.508929,2.919643,3,2.698968,2451937600
6/1/2000,2.919643,4.116071,2.870536,3.741071,3.365678,2026301200
7/1/2000,3.723214,4.330357,3.348214,3.629464,3.26527,1436692600
8/1/2000,3.59375,4.392857,3.160714,4.352679,3.915914,1409021600
9/1/2000,4.379464,4.580357,1.8125,1.839286,1.654725,3629232600
10/1/2000,1.90625,1.910714,1.25,1.397321,1.257109,5476447200
11/1/2000,1.388393,1.642857,1.151786,1.178571,1.060309,2122093400
12/1/2000,1.214286,1.25,0.973214,1.0625,0.955884,2214742600
1/1/2001,1.0625,1.607143,1.03125,1.544643,1.389647,3427365200
2/1/2001,1.477679,1.566964,1.285714,1.303571,1.172766,1755941600
3/1/2001,1.272321,1.696429,1.227679,1.576429,1.418243,2699765600
4/1/2001,1.577857,1.937143,1.339286,1.820714,1.638017,2789747800
5/1/2001,1.815,1.907143,1.378571,1.425,1.28201,1867108600
6/1/2001,1.437857,1.792857,1.382143,1.660714,1.494072,1909566400
7/1/2001,1.688571,1.801429,1.275,1.342143,1.207467,2163775600
8/1/2001,1.357857,1.421429,1.234286,1.325,1.192044,1282339800
9/1/2001,1.321429,1.362857,1.048571,1.107857,0.99669,1382880800
10/1/2001,1.106429,1.387143,1.059286,1.254286,1.128425,1886061800
11/1/2001,1.260714,1.539286,1.232143,1.521429,1.368762,1342436200
12/1/2001,1.504286,1.716429,1.435,1.564286,1.407319,1157459800
1/1/2002,1.575,1.766429,1.446429,1.765714,1.588535,2128844200
2/1/2002,1.738571,1.855714,1.495714,1.55,1.394467,1959356000
3/1/2002,1.566429,1.807143,1.558571,1.690714,1.521061,1329645800
4/1/2002,1.67,1.869286,1.642857,1.733571,1.559618,1605709000
5/1/2002,1.735,1.855714,1.581429,1.664286,1.497285,1494039400
6/1/2002,1.670714,1.675,1.141429,1.265714,1.138708,2177004200
7/1/2002,1.265,1.342143,0.985714,1.09,0.980625,2029603800
8/1/2002,1.079286,1.160714,0.997857,1.053571,0.947852,1287921600
9/1/2002,1.035,1.085,1.003571,1.035714,0.931787,1322959400
10/1/2002,1.042143,1.174286,0.954286,1.147857,1.032676,1652858200
11/1/2002,1.138571,1.241429,1.072143,1.107143,0.996048,1132930400
12/1/2002,1.135714,1.15,0.984286,1.023571,0.920862,1132609800
1/1/2003,1.025714,1.098571,0.968571,1.025714,0.92279,1511458200
2/1/2003,1.029286,1.092857,0.985714,1.072143,0.96456,1028575800
3/1/2003,1.072143,1.082857,1.002857,1.01,0.908653,1007101200
4/1/2003,1.014286,1.067857,0.908571,1.015714,0.913794,1943835600
5/1/2003,1.017857,1.357857,1,1.282143,1.153488,2702886200
6/1/2003,1.292857,1.406429,1.187857,1.361429,1.224817,1528333800
7/1/2003,1.347857,1.540714,1.322143,1.505714,1.354625,1304567600
8/1/2003,1.5,1.632143,1.387143,1.615,1.452945,1076891200
9/1/2003,1.618571,1.665714,1.439286,1.48,1.331491,1336871200
10/1/2003,1.479286,1.786429,1.442143,1.635,1.470938,1760047800
11/1/2003,1.630714,1.664286,1.417857,1.493571,1.343701,1243526200
12/1/2003,1.502857,1.564286,1.375,1.526429,1.37326,1363468400
1/1/2004,1.539286,1.774286,1.512857,1.611429,1.449731,1981950600
2/1/2004,1.604286,1.721429,1.55,1.708571,1.537127,1230507600
3/1/2004,1.721429,2.01,1.685714,1.931429,1.737622,2906528800
4/1/2004,1.920714,2.112857,1.820714,1.841429,1.656652,2232543600
5/1/2004,1.857143,2.055714,1.821429,2.004286,1.803168,1326068800
6/1/2004,1.985,2.442143,1.972143,2.324286,2.091058,2056808600
7/1/2004,2.292857,2.402143,2.052857,2.31,2.078205,2424144800
8/1/2004,2.227143,2.512857,2.121428,2.463571,2.216367,2002841400
9/1/2004,2.45,2.805,2.442143,2.767857,2.490119,1918376600
10/1/2004,2.794286,3.8,2.689286,3.742857,3.367284,4023591600
11/1/2004,3.75,4.969285,3.717143,4.789286,4.308711,4359901000
12/1/2004,4.842143,4.853571,4.4,4.6,4.138418,3987153800
1/1/2005,4.627143,5.563571,4.471428,5.492857,4.941682,6427061200
2/1/2005,5.503572,6.491428,5.47,6.408571,5.76551,5362236600
3/1/2005,6.427143,6.444286,5.547143,5.952857,5.355524,3668980000
4/1/2005,6.012857,6.35,4.857143,5.151429,4.634514,4843879600
5/1/2005,5.172857,5.848571,4.73,5.68,5.110046,3214573600
6/1/2005,5.698571,5.822857,5.074286,5.258572,4.730906,2831798900
7/1/2005,5.261428,6.34,5.184286,6.092857,5.481476,2523561600
8/1/2005,6.081429,6.904286,6.002857,6.698571,6.026411,2350201700
9/1/2005,6.714286,7.794286,6.584286,7.658571,6.890079,3086942600
10/1/2005,7.737143,8.282857,6.838572,8.227143,7.401598,4660861800
11/1/2005,8.177143,10.152857,8.124286,9.688571,8.71638,3364106900
12/1/2005,9.85,10.78,9.83,10.27,9.23947,3266041100
1/1/2006,10.34,12.342857,10.124286,10.787143,9.704719,5469592800
2/1/2006,10.707143,10.922857,8.985714,9.784286,8.802492,4690174300
3/1/2006,9.834286,9.998571,8.238571,8.96,8.060918,5798158100
4/1/2006,9.095715,10.292857,8.721429,10.055715,9.046682,5029820600
5/1/2006,10.11,10.542857,8.384286,8.538571,7.681777,3902194800
6/1/2006,8.55,9.014286,7.915714,8.181429,7.360472,4484155900
7/1/2006,8.217143,9.804286,7.165714,9.708571,8.734373,4369935500
8/1/2006,9.602858,10,8.94,9.692857,8.720234,4471911500
9/1/2006,9.782857,11.111428,9.688571,10.997143,9.893647,4430389600
10/1/2006,10.728572,11.8,10.371428,11.582857,10.420588,3596989200
11/1/2006,11.585714,13.308572,11.112857,13.094286,11.780354,3458721000
12/1/2006,13.114285,13.19,10.967143,12.12,10.903831,4222698200
1/1/2007,12.327143,13.971429,11.7,12.247143,11.018215,6802445300
2/1/2007,12.318571,12.972857,11.837143,12.087143,10.874274,3430588700
3/1/2007,12.004286,13.832857,11.964286,13.272857,11.941003,3979661000
4/1/2007,13.448571,14.642858,12.8,14.257143,12.826526,3364935000
5/1/2007,14.227143,17.452858,14.078571,17.312857,15.575615,4341267000
6/1/2007,17.299999,18.23,16.485714,17.434286,15.684861,5819885400
7/1/2007,17.292856,21.274286,17.042856,18.822857,16.934092,6004643400
8/1/2007,19.091429,19.950001,15.945714,19.782858,17.797768,6090199500
9/1/2007,19.991428,22.142857,18.571428,21.924286,19.724316,5232805900
10/1/2007,22.09,27.16,21.847143,27.135714,24.412811,5819447900
11/1/2007,26.942858,27.525715,21.518572,26.031429,23.419334,6549947600
12/1/2007,25.98,28.994286,25.284286,28.297142,25.457693,4313169700
1/1/2008,28.467142,28.608572,18.02,19.337143,17.396778,8793472100
2/1/2008,19.462856,19.512857,16.491428,17.860001,16.067854,6216488600
3/1/2008,17.777143,20.82,16.857143,20.5,18.442949,5731818400
4/1/2008,20.9,25.714285,20.515715,24.85,22.356453,5696745600
5/1/2008,24.994286,27.462856,24.571428,26.964285,24.258581,4647053600
6/1/2008,26.942858,27.135714,23.450001,23.92,21.519772,4868948700
7/1/2008,23.461428,25.844286,20.932858,22.707144,20.428621,4937440200
8/1/2008,22.842857,25.778572,21.844286,24.218571,21.788382,3271438800
9/1/2008,24.628571,24.785715,14.37,16.237143,14.607842,6016890600
10/1/2008,15.988571,16.628571,12.142858,15.37,13.827712,10356677800
11/1/2008,15.132857,15.97,11.305715,13.238571,11.91016,5904865400
12/1/2008,13.042857,14.8,12.078571,12.192857,10.96938,5053461700
1/1/2009,12.268572,13.881429,11.171429,12.875714,11.583714,4526435200
2/1/2009,12.728572,14.714286,12.358571,12.758572,11.478327,3466862700
3/1/2009,12.588572,15.711429,11.761429,15.017143,13.510265,3856149500
4/1/2009,14.87,18.171429,14.841429,17.975714,16.171957,2955420300
5/1/2009,17.971428,19.414286,17.054285,19.401428,17.454611,2364285700
6/1/2009,19.495714,20.914286,18.982857,20.347143,18.305428,3168893000
7/1/2009,20.5,23.571428,19.202858,23.341429,20.999258,2735534200
8/1/2009,23.601429,24.641428,22.774286,24.030001,21.618732,2041281200
9/1/2009,23.998571,26.985714,23.444286,26.478571,23.821608,2497329800
10/1/2009,26.478571,29.815714,25.814285,26.928572,24.226456,3239044200
11/1/2009,27.114286,29.714285,26.51,28.558571,25.692886,2113696200
12/1/2009,28.891428,30.564285,26.954287,30.104286,27.083506,2848489700
1/1/2010,30.49,30.798571,27.178572,27.437143,24.683992,3792248600
2/1/2010,27.481428,29.309999,27.264286,29.231428,26.298227,2694020000
3/1/2010,29.392857,33.925713,29.35,33.57143,30.202738,3038543200
4/1/2010,33.915714,38.922855,33.25,37.298573,33.555882,3091782400
5/1/2010,37.691429,38.26857,28.464285,36.697144,33.014805,4520663700
6/1/2010,37.098572,39.85857,34.599998,35.932858,32.327217,4162813200
7/1/2010,36.328571,37.998573,34.228573,36.75,33.062359,3917426100
8/1/2010,37.205715,37.754284,33.651428,34.728573,31.243765,2397280200
9/1/2010,35.352856,42.104286,35.182858,40.535713,36.468193,2962479800
10/1/2010,40.878571,45.57143,39.681427,42.997143,38.682644,3058644400
11/1/2010,43.174286,45.900002,42.537144,44.450001,39.989704,2377021500
12/1/2010,45.03857,46.665714,44.984287,46.080002,41.456154,1743308700
1/1/2011,46.52,49.799999,46.405716,48.474285,43.610184,2710383900
2/1/2011,48.757141,52.128571,48.245716,50.458572,45.395367,2323987400
3/1/2011,50.781429,51.667141,46.60857,49.787144,44.791302,2826614700
4/1/2011,50.158573,50.732857,45.737144,50.01857,44.9995,2313457300
5/1/2011,49.962856,50.261429,47.060001,49.689999,44.703896,1728015100
6/1/2011,49.83857,50.304287,44.357143,47.952858,43.141075,2315962600
7/1/2011,47.992859,57.785713,47.742859,55.782856,50.185383,2663486700
8/1/2011,56.825714,57.07143,50.431427,54.975716,49.459236,4035649800
9/1/2011,55.117142,60.408573,52.354286,54.474285,49.008118,2994362000
10/1/2011,54.33857,60.957142,50.605713,57.825714,52.023254,3285356900
11/1/2011,56.772858,58.285713,51.902859,54.599998,49.121216,2240925400
12/1/2011,54.648571,58.441429,53.954285,57.857143,52.051525,1576633100
1/1/2012,58.485714,65.46286,58.42857,65.211426,58.66785,1714963600
2/1/2012,65.487144,78.230003,64.854286,77.491432,69.715645,2842138600
3/1/2012,78.309998,88.778572,73.745712,85.650002,77.055557,3896084500
4/1/2012,85.975716,92,79.285713,83.425713,75.054443,3899747600
5/1/2012,83.557144,85.251427,74.597145,82.53286,74.251175,2776586400
6/1/2012,81.308571,84.285713,78.35714,83.428574,75.057014,1963956400
7/1/2012,83.53286,88.552856,81.428574,87.251427,78.496284,2227412600
8/1/2012,87.987144,97.267143,85.75,95.034286,85.498169,2069051600
9/1/2012,95.108574,100.724289,93.714287,95.300003,86.105347,2299751300
10/1/2012,95.879997,96.678574,83.957146,85.045715,76.840401,3035707500
